url,titulo,categoria,origen,precio,precio_por_kg,peso_volumen,proteinas,carbohidratos,grasas,fibra,azucares,saturadas,sal,calorias,calorias_kj,texto_busqueda,norm_precio,norm_nutri,score_nutricional
https://www.ahorramas.com/croquetas-de-pollo-y-jamon-12009.html,croquetas de pollo y jamón,pollo,ahorramas,8.99,8.99,,,9.0,9.0,,9.0,9.0,83.0,,,croquetas de pollo y jamón pollo,0.9531,0.0,0.0
https://www.ahorramas.com/lote-2kg-de-jamoncitos-de-pollo-77497.html,lote 2kg de jamoncitos de pollo,pollo,ahorramas,4.99,4.99,2kg,,,,,,,,,,lote 2kg de jamoncitos de pollo pollo,0.9747,0.0,0.0
https://www.ahorramas.com/lote-2kg-de-alas-de-pollo-70476.html,lote 2kg de alas de pollo,pollo,ahorramas,4.99,4.99,2kg,,,,,,,,,,lote 2kg de alas de pollo pollo,0.9747,0.0,0.0
https://www.ahorramas.com/traseros-de-pollo-25859.html,traseros de pollo,pollo,ahorramas,3.99,3.99,,,,,,,,,,,traseros de pollo pollo,0.9801,0.0,0.0
https://www.ahorramas.com/alas-de-pollo-frescas-25853.html,alas de pollo frescas,pollo,ahorramas,4.99,4.99,,,,,,,,,,,alas de pollo frescas pollo,0.9747,0.0,0.0
https://www.ahorramas.com/lote-250gr-jamon-curado250gr-mortadela250gr-queso-curado-98042.html,lote 250gr jamón curado250gr mortadela250gr queso curado,charcuteria,ahorramas,19.87,19.87,,16.0,,0.4,,,0.2,1.59,67.0,,lote 250gr jamón curado250gr mortadela250gr queso curado charcuteria,0.8941,0.0001,0.0
https://www.ahorramas.com/bacon-ahumado-alipende-76117.html,bacon ahumado alipende,charcuteria,ahorramas,10.99,10.99,,199.0,0.0,,0.19,0.59,,95.0,272.0,1128.0,bacon ahumado alipende charcuteria,0.9422,0.0021,0.0
https://www.ahorramas.com/lote-250gr-jamon-asado250gr-queso-brie-president-63238.html,lote 250gr jamón asado250gr queso brie president,charcuteria,ahorramas,13.0,13.0,0.5kg,,,,,,,,,,lote 250gr jamón asado250gr queso brie president charcuteria,0.9313,0.0,0.0
https://www.ahorramas.com/lote-200gr-queso-umami200gr-queso-cava-barus200gr-queso-azul-adictivo-98066.html,lote 200gr queso umami200gr queso cava barus200gr queso azul adictivo,charcuteria,ahorramas,16.65,16.65,,,22.0,,,,,509.0,386.0,,lote 200gr queso umami200gr queso cava barus200gr queso azul adictivo charcuteria,0.9116,0.0,0.0
https://www.ahorramas.com/jamon-de-cebo-de-campo-50-raza-iberico-lasencia-al-corte-59629.html,jamón de cebo de campo 50% raza ibérico lasencia al corte,charcuteria,ahorramas,54.0,54.0,,,,,,,,,,,jamón de cebo de campo 50% raza ibérico lasencia al corte charcuteria,0.7093,0.0,0.0
https://www.ahorramas.com/queso-curado-gran-capitan-98018.html,queso curado gran capitán,charcuteria,ahorramas,17.99,17.99,,26.0,1.59,359.0,,1.59,259.0,2.0,430.0,1806.0,queso curado gran capitán charcuteria,0.9043,0.0002,0.0
https://www.ahorramas.com/jamon-de-cebo-50-raza-iberico-legado-8-kg-aprox-22638.html,jamón de cebo 50% raza ibérico legado 8 kg aprox,charcuteria,ahorramas,185.0,,8kg,29.59,0.0,21.0,,,7.7,252.0,307.0,1278.0,jamón de cebo 50% raza ibérico legado 8 kg aprox charcuteria,0.0,0.0,0.0
https://www.ahorramas.com/queso-mezcla-curado-sabor-umami-cerrato-97955.html,queso mezcla curado sabor umami cerrato,charcuteria,ahorramas,15.99,15.99,,27.0,1.0,359.0,,0.1,24.0,79.0,427.0,1787.0,queso mezcla curado sabor umami cerrato charcuteria,0.9152,0.0002,0.0
https://www.ahorramas.com/queso-azul-adictivo-quevedo-97942.html,queso azul adictivo quevedo,charcuteria,ahorramas,19.99,19.99,,,22.0,,,,,509.0,386.0,,queso azul adictivo quevedo charcuteria,0.8935,0.0,0.0
https://www.ahorramas.com/jamon-de-cebo-50-raza-iberico-legado-iberico-al-corte-10123.html,jamón de cebo 50% raza ibérico legado ibérico al corte,charcuteria,ahorramas,68.0,68.0,,29.59,0.0,21.0,,,7.7,252.0,307.0,1278.0,jamón de cebo 50% raza ibérico legado ibérico al corte charcuteria,0.6335,0.0,0.0
https://www.ahorramas.com/pechuga-de-pavo-frial-asada-45889.html,pechuga de pavo frial asada,charcuteria,ahorramas,21.25,21.25,,1.0,1.0,279.0,,1.0,0.69,94.0,108.0,453.0,pechuga de pavo frial asada charcuteria,0.8867,0.0,0.0
https://www.ahorramas.com/jamon-cocido-extra-campofrio-1712.html,jamón cocido extra campofrío,charcuteria,ahorramas,14.29,14.29,,,,,,,,,,,jamón cocido extra campofrío charcuteria,0.9244,0.0,0.0
https://www.ahorramas.com/centro-de-jamon-curado-sierra-blanca-58604.html,centro de jamón curado sierra blanca,charcuteria,ahorramas,24.0,24.0,,0.5,7.82,,,0.5,19.56,252.0,15.6,1316.6,centro de jamón curado sierra blanca charcuteria,0.8718,0.0,0.0
https://www.ahorramas.com/pechuga-de-pavo-campofrio-braseado-73415.html,pechuga de pavo campofrío braseado,charcuteria,ahorramas,17.49,17.49,,,,,,,,,,,pechuga de pavo campofrío braseado charcuteria,0.907,0.0,0.0
https://www.ahorramas.com/jamon-raza-duroc-batalle-al-corte-37883.html,jamón raza duroc batalle al corte,charcuteria,ahorramas,42.0,42.0,,,,,,,,,,,jamón raza duroc batalle al corte charcuteria,0.7743,0.0,0.0
https://www.ahorramas.com/lomo-de-cebo-50-raza-iberica-72408.html,lomo de cebo 50% raza ibérica,charcuteria,ahorramas,43.0,43.0,,,,25.0,,0.5,12.0,923.0,394.0,,lomo de cebo 50% raza ibérica charcuteria,0.7689,0.0,0.0
https://www.ahorramas.com/tournedo-anojo-1aa-32798.html,tournedo añojo 1ªa,ternera_y_vacuno,ahorramas,20.99,20.99,,,,,,,,,,,tournedo añojo 1ªa ternera_y_vacuno,0.8881,0.0,0.0
https://www.ahorramas.com/lomo-de-anojo-32194.html,lomo de añojo,ternera_y_vacuno,ahorramas,24.99,24.99,,,,,,,,,,,lomo de añojo ternera_y_vacuno,0.8664,0.0,0.0
https://www.ahorramas.com/ragout-de-anojo-seleccion-32793.html,ragout de añojo selección,ternera_y_vacuno,ahorramas,17.99,17.99,,,,,,,,,,,ragout de añojo selección ternera_y_vacuno,0.9043,0.0,0.0
https://www.ahorramas.com/solomillo-de-angus-50732.html,solomillo de angus,ternera_y_vacuno,ahorramas,49.99,49.99,,,,,,,,,,,solomillo de angus ternera_y_vacuno,0.731,0.0,0.0
https://www.ahorramas.com/entranas-de-anojo-32217.html,entrañas de añojo,ternera_y_vacuno,ahorramas,15.99,15.99,,,,,,,,,,,entrañas de añojo ternera_y_vacuno,0.9152,0.0,0.0
https://www.ahorramas.com/picana-de-anojo-pieza-28873.html,picaña de añojo pieza,ternera_y_vacuno,ahorramas,20.99,20.99,1kg,,,,,,,,,,picaña de añojo pieza ternera_y_vacuno,0.8881,0.0,0.0
https://www.ahorramas.com/rotti-de-anojo-65109.html,rotti de añojo,ternera_y_vacuno,ahorramas,17.99,17.99,1kg,,,,,,,,,,rotti de añojo ternera_y_vacuno,0.9043,0.0,0.0
https://www.ahorramas.com/solomillo-de-anojo-32192.html,solomillo de añojo,ternera_y_vacuno,ahorramas,39.99,39.99,,,,,,,,,,,solomillo de añojo ternera_y_vacuno,0.7852,0.0,0.0
https://www.ahorramas.com/t-bone-de-lomo-de-vaca-madurada-48264.html,t-bone de lomo de vaca madurada,ternera_y_vacuno,ahorramas,32.99,32.99,1kg,,,,,,,,,,t-bone de lomo de vaca madurada ternera_y_vacuno,0.8231,0.0,0.0
https://www.ahorramas.com/solomillo-de-anojo-por-pieza-entre-2---24kg-83340.html,"solomillo de añojo por pieza entre 2 - 2,4kg",ternera_y_vacuno,ahorramas,34.99,34.99,"2,4kg",,,,,,,,,,"solomillo de añojo por pieza entre 2 - 2,4kg ternera_y_vacuno",0.8123,0.0,0.0
https://www.ahorramas.com/chuleton-de-anojo-32195.html,chuletón de añojo,ternera_y_vacuno,ahorramas,22.99,22.99,,,,,,,,,,,chuletón de añojo ternera_y_vacuno,0.8772,0.0,0.0
https://www.ahorramas.com/burger-meat-de-vacuno-goiko-2-x-180g-70416.html,burger meat de vacuno goiko 2 x 180g,ternera_y_vacuno,ahorramas,6.49,,180g,,,,,,,,,,burger meat de vacuno goiko 2 x 180g ternera_y_vacuno,0.9666,0.0,0.0
https://www.ahorramas.com/steak-tartar-marinado-casa-de-vacas-180g-69416.html,steak tartar marinado casa de vacas 180g,ternera_y_vacuno,ahorramas,8.99,,180g,31.0,1.3,33.69,,1.29,33.659,85.0,435.0,1815.0,steak tartar marinado casa de vacas 180g ternera_y_vacuno,0.9531,0.0004,0.0
https://www.ahorramas.com/carne-para-guisar-de-anojo-all-natural-elpozo-600g-aproximadamente-27843.html,carne para guisar de añojo all natural elpozo 600g aproximadamente,ternera_y_vacuno,ahorramas,10.49,17.48,600g,,,,,,,,,,carne para guisar de añojo all natural elpozo 600g aproximadamente ternera_y_vacuno,0.9449,0.0,0.0
https://www.ahorramas.com/guisantes-alipende-1kg-finos-84489.html,guisantes alipende 1kg finos,guisantes_congelados,ahorramas,1.65,,1kg,,,,,,,,,,guisantes alipende 1kg finos guisantes_congelados,0.9928,0.0,0.0
https://www.ahorramas.com/guisantes-fino-findus-400g-78030.html,guisantes fino findus 400g,guisantes_congelados,ahorramas,2.89,,400g,,,,,,,,,,guisantes fino findus 400g guisantes_congelados,0.9861,0.0,0.0
https://www.ahorramas.com/guisantes-alipende-300g-extrafinos-51515.html,guisantes alipende 300g extrafinos,guisantes_congelados,ahorramas,1.09,,300g,,,,,,,,,,guisantes alipende 300g extrafinos guisantes_congelados,0.9958,0.0,0.0
https://www.ahorramas.com/edamame-seacon-500g-48439.html,edamame seacon 500g,guisantes_congelados,ahorramas,1.85,,500g,,,,,,,,,,edamame seacon 500g guisantes_congelados,0.9917,0.0,0.0
https://www.ahorramas.com/salchichon-iberico-cular-florencio-gomez-63382.html,salchichón ibérico cular florencio gómez,embutidos_ibericos,ahorramas,20.99,20.99,,,,,,,,,,,salchichón ibérico cular florencio gómez embutidos_ibericos,0.8881,0.0,0.0
https://www.ahorramas.com/chorizo-de-vela-iberico-florencio-gomez-medio-o-entero-pieza-600g-aproximadamente-46962.html,chorizo de vela ibérico florencio gómez medio o entero pieza 600g aproximadamente,embutidos_ibericos,ahorramas,19.99,19.99,600g,,,,,,,,,,chorizo de vela ibérico florencio gómez medio o entero pieza 600g aproximadamente embutidos_ibericos,0.8935,0.0,0.0
https://www.ahorramas.com/lomo-de-bellota-50-raza-iberica-73951.html,lomo de bellota 50% raza ibérica,embutidos_ibericos,ahorramas,65.0,65.0,,,0.1,15.99,,0.1,,389.0,288.0,,lomo de bellota 50% raza ibérica embutidos_ibericos,0.6498,0.0,0.0
https://www.ahorramas.com/lomo-cebo-50-iberico-emjamesa-al-corte-59459.html,lomo cebo 50% ibérico emjamesa al corte,embutidos_ibericos,ahorramas,43.0,43.0,,34.0,5.0,229.0,,539.0,8.3,3.6,332.0,1385.0,lomo cebo 50% ibérico emjamesa al corte embutidos_ibericos,0.7689,0.0001,0.0
https://www.ahorramas.com/chorizo-iberico-cular-florencio-gomez-22335.html,chorizo ibérico cular florencio gómez,embutidos_ibericos,ahorramas,20.99,20.99,,,,,,,,,,,chorizo ibérico cular florencio gómez embutidos_ibericos,0.8881,0.0,0.0
https://www.ahorramas.com/lomo-de-cebo-iberico-emjamesa-73384.html,lomo de cebo ibérico emjamesa,embutidos_ibericos,ahorramas,47.0,47.0,,,,25.0,,0.5,12.0,923.0,394.0,,lomo de cebo ibérico emjamesa embutidos_ibericos,0.7472,0.0,0.0
https://www.ahorramas.com/lomo-de-cebo-de-campo-50-iberico-emjamesa-36651.html,lomo de cebo de campo 50% ibérico emjamesa,embutidos_ibericos,ahorramas,47.0,47.0,,,,,,,,,,,lomo de cebo de campo 50% ibérico emjamesa embutidos_ibericos,0.7472,0.0,0.0
https://www.ahorramas.com/lomo-bellota-50-ibnerico-medina-al-corte-59457.html,lomo bellota 50% ibñerico medina al corte,embutidos_ibericos,ahorramas,65.0,65.0,,,0.1,15.99,,0.1,,389.0,288.0,,lomo bellota 50% ibñerico medina al corte embutidos_ibericos,0.6498,0.0,0.0
https://www.ahorramas.com/lomo-bellota-50-iberico-medina-61670.html,lomo bellota 50% ibérico medina,embutidos_ibericos,ahorramas,65.0,65.0,1kg,,,,,,,,,,lomo bellota 50% ibérico medina embutidos_ibericos,0.6498,0.0,0.0
https://www.ahorramas.com/fuet-espetec-sin-lactosa-alipende-170-gr-85349.html,fuet espetec sin lactosa alipende 170 gr,embutidos_ibericos,ahorramas,1.95,,,,,,,,,,,,fuet espetec sin lactosa alipende 170 gr embutidos_ibericos,0.9912,0.0,0.0
https://www.ahorramas.com/chorizo-iberico-lasencia-pack-de-50g-64691.html,chorizo ibérico lasencia pack de 50g,embutidos_ibericos,ahorramas,2.09,,50g,,,,,,,,,,chorizo ibérico lasencia pack de 50g embutidos_ibericos,0.9904,0.0,0.0
https://www.ahorramas.com/lomo-de-orza-tello-125gr-39807.html,lomo de orza tello 125gr,embutidos_ibericos,ahorramas,2.79,,,23.0,0.8,10.0,,0.8,3.0,2.0,185.0,775.0,lomo de orza tello 125gr embutidos_ibericos,0.9866,0.0009,0.0
https://www.ahorramas.com/paleta-cebo-de-campo-50-iberica-lasencia-pack-2-de-50g-43509.html,paleta cebo de campo 50% ibérica lasencia pack 2 de 50g,embutidos_ibericos,ahorramas,6.09,,50g,,,,,,,,,,paleta cebo de campo 50% ibérica lasencia pack 2 de 50g embutidos_ibericos,0.9688,0.0,0.0
https://www.ahorramas.com/salchichon-iberico-lasencia-pack-2-de-50g-64692.html,salchichón ibérico lasencia pack 2 de 50g,embutidos_ibericos,ahorramas,2.09,,50g,,,,,,,,,,salchichón ibérico lasencia pack 2 de 50g embutidos_ibericos,0.9904,0.0,0.0
https://www.ahorramas.com/cana-de-lomo-cebo-50-iberico-en-lonchas-canpipork-100g-83968.html,caña de lomo cebo 50% ibérico en lonchas canpipork 100g,embutidos_ibericos,ahorramas,4.9,,100g,,,,,,,,,,caña de lomo cebo 50% ibérico en lonchas canpipork 100g embutidos_ibericos,0.9752,0.0,0.0
https://www.ahorramas.com/jamon-cebo-iberico-canpipork-100-gr-83966.html,jamón cebo ibérico canpipork 100 gr,embutidos_ibericos,ahorramas,4.9,,,,,,,,,,,,jamón cebo ibérico canpipork 100 gr embutidos_ibericos,0.9752,0.0,0.0
https://www.ahorramas.com/lacon-de-jamon-mrm-18874.html,lacón de jamón mrm,fiambres_y_cocidos,ahorramas,13.49,13.49,,,,,,,,,,,lacón de jamón mrm fiambres_y_cocidos,0.9287,0.0,0.0
https://www.ahorramas.com/choped-ham-gourmet-tello-37885.html,choped ham gourmet tello,fiambres_y_cocidos,ahorramas,9.99,9.99,,,,,,,,,,,choped ham gourmet tello fiambres_y_cocidos,0.9476,0.0,0.0
https://www.ahorramas.com/jamon-cocido-extra-la-selva-51197.html,jamón cocido extra la selva,fiambres_y_cocidos,ahorramas,16.99,16.99,,,,,,,,,,,jamón cocido extra la selva fiambres_y_cocidos,0.9097,0.0,0.0
https://www.ahorramas.com/jamon-cocido-frial-gran-seleccion-duroc-43261.html,jamón cocido frial gran selección duroc,fiambres_y_cocidos,ahorramas,17.49,17.49,,21.0,89.0,3.69,,0.8,159.0,179.0,120.0,504.0,jamón cocido frial gran selección duroc fiambres_y_cocidos,0.907,0.0001,0.0
https://www.ahorramas.com/mortadela-ahumada-mrm-18876.html,mortadela ahumada mrm,fiambres_y_cocidos,ahorramas,8.49,8.49,,10.69,9.0,9.0,,9.0,9.0,9.0,276.6,1146.0,mortadela ahumada mrm fiambres_y_cocidos,0.9558,0.0001,0.0
https://www.ahorramas.com/pechuga-de-pollo-al-horno-la-carlotena-39968.html,pechuga de pollo al horno la carloteña,fiambres_y_cocidos,ahorramas,18.55,18.55,,229.0,,580.0,,,,98.0,,,pechuga de pollo al horno la carloteña fiambres_y_cocidos,0.9013,0.0014,0.0
https://www.ahorramas.com/pavo-con-olivas-7-hermanos-51746.html,pavo con olivas 7 hermanos,fiambres_y_cocidos,ahorramas,8.5,8.5,,,,,,,,,,,pavo con olivas 7 hermanos fiambres_y_cocidos,0.9557,0.0,0.0
https://www.ahorramas.com/pechuga-de-pavo-elpozo-sin-grasa-y-reducida-en-sal-74165.html,pechuga de pavo elpozo sin grasa y reducida en sal,fiambres_y_cocidos,ahorramas,14.95,14.95,,,,,,,,,,,pechuga de pavo elpozo sin grasa y reducida en sal fiambres_y_cocidos,0.9208,0.0,0.0
https://www.ahorramas.com/pechuga-de-pavo-pavofrio-51559.html,pechuga de pavo pavofrío,fiambres_y_cocidos,ahorramas,17.25,17.25,,159.0,219.0,149.0,,,,7.0,81.0,,pechuga de pavo pavofrío fiambres_y_cocidos,0.9083,0.001,0.0
https://www.ahorramas.com/jamon-cocido-extra-alipende-67860.html,jamón cocido extra alipende,fiambres_y_cocidos,ahorramas,9.9,9.9,,,139.0,,,,,,,,jamón cocido extra alipende fiambres_y_cocidos,0.9481,0.0,0.0
https://www.ahorramas.com/pavo-elpozo-1954-con-trufa-y-boletus-26246.html,pavo elpozo 1954 con trufa y boletus,fiambres_y_cocidos,ahorramas,14.95,14.95,,,159.0,9.0,,,5.0,65.0,89.0,,pavo elpozo 1954 con trufa y boletus fiambres_y_cocidos,0.9208,0.0,0.0
https://www.ahorramas.com/chicharron-frito-frial-71562.html,chicharrón frito frial,fiambres_y_cocidos,ahorramas,11.49,11.49,,199.0,0.0,25.0,,,849.0,17.0,301.0,,chicharrón frito frial fiambres_y_cocidos,0.9395,0.002,0.0
https://www.ahorramas.com/pechuga-pavo-reducida-en-sal-frial-ahumada-59494.html,pechuga pavo reducida en sal frial ahumada,fiambres_y_cocidos,ahorramas,21.9,21.9,,20.0,1.0,1.0,,1.0,0.429,94.0,93.0,394.0,pechuga pavo reducida en sal frial ahumada fiambres_y_cocidos,0.8831,0.0001,0.0
https://www.ahorramas.com/mortadela-iberica-elpozo-73720.html,mortadela ibérica elpozo,fiambres_y_cocidos,ahorramas,8.95,8.95,,,,70.0,,,,,,,mortadela ibérica elpozo fiambres_y_cocidos,0.9533,0.0,0.0
https://www.ahorramas.com/pechuga-de-pollo-villaroy-11935.html,pechuga de pollo villaroy,empanados_y_elaborados,ahorramas,9.99,9.99,,,,,,,,,,,pechuga de pollo villaroy empanados_y_elaborados,0.9476,0.0,0.0
https://www.ahorramas.com/alas-de-pollo-adobadas-granja-gourmet-500g-aproximadamente-26251.html,alas de pollo adobadas granja gourmet 500g aproximadamente,empanados_y_elaborados,ahorramas,2.52,5.04,500g,,,1.0,,,,925.0,,,alas de pollo adobadas granja gourmet 500g aproximadamente empanados_y_elaborados,0.9881,0.0,0.0
https://www.ahorramas.com/albondiga-de-pollo-aldelis-420g-60640.html,albóndiga de pollo aldelis 420g,empanados_y_elaborados,ahorramas,3.99,,420g,,,9.0,,0.2,9.0,182.0,,,albóndiga de pollo aldelis 420g empanados_y_elaborados,0.9801,0.0,0.0
https://www.ahorramas.com/pechuga-de-pollo-sin-gluten-marinada-empanada-aldelis-400gr-95005.html,pechuga de pollo sin gluten marinada empanada aldelis 400gr,empanados_y_elaborados,ahorramas,3.6,,,,19.0,149.0,,14.99,,1189.0,147.0,621.0,pechuga de pollo sin gluten marinada empanada aldelis 400gr empanados_y_elaborados,0.9822,0.0,0.0
https://www.ahorramas.com/san-jacobo-pollo-y-pavo-aldelis-340g-67741.html,san jacobo pollo y pavo aldelis 340g,empanados_y_elaborados,ahorramas,3.99,,340g,,,9.0,,18.0,9.0,9.0,,,san jacobo pollo y pavo aldelis 340g empanados_y_elaborados,0.9801,0.0,0.0
https://www.ahorramas.com/flamenquin-extrarcrujiente-de-pavo-y-queso-sin-gluten-aldelis-255g-87857.html,flamenquín extrarcrujiente de pavo y queso sin gluten aldelis 255g,empanados_y_elaborados,ahorramas,3.49,,255g,,,,,,,,,,flamenquín extrarcrujiente de pavo y queso sin gluten aldelis 255g empanados_y_elaborados,0.9828,0.0,0.0
https://www.ahorramas.com/pincho-de-jamon-de-cerdo-adobado-alipende-4-uds-300g-aproximadamente-12208.html,pincho de jamón de cerdo adobado alipende 4 uds 300g aproximadamente,empanados_y_elaborados,ahorramas,3.6,,4uds,,0.39,359.0,0.0,0.78,105.0,93.0,113.0,,pincho de jamón de cerdo adobado alipende 4 uds 300g aproximadamente empanados_y_elaborados,0.9822,0.0,0.0
https://www.ahorramas.com/pechuga-villaroy-calatayud-360g-aproximadamente-10820.html,pechuga villaroy calatayud 360g aproximadamente,empanados_y_elaborados,ahorramas,3.6,10.0,360g,,,7.0,,132.0,,262.0,,,pechuga villaroy calatayud 360g aproximadamente empanados_y_elaborados,0.9822,0.0,0.0
https://www.ahorramas.com/carpaccio-con-queso-parmigiano-y-salsa-roler-110g-28940.html,carpaccio con queso parmigiano y salsa roler 110g,empanados_y_elaborados,ahorramas,4.1,,110g,,,,,,,,,,carpaccio con queso parmigiano y salsa roler 110g empanados_y_elaborados,0.9795,0.0,0.0
https://www.ahorramas.com/albondigas-de-cerdo-y-vacuno-emcesa-480g-31571.html,albóndigas de cerdo y vacuno emcesa 480g,empanados_y_elaborados,ahorramas,4.6,,480g,,3.0,,,,,4.0,144.0,601.0,albóndigas de cerdo y vacuno emcesa 480g empanados_y_elaborados,0.9768,0.0,0.0
https://www.ahorramas.com/croqueta-de-pollo-y-jamon-aldelis-380g-60639.html,croqueta de pollo y jamón aldelis 380g,empanados_y_elaborados,ahorramas,3.99,,380g,,,1129.0,0.49,3.0,2.09,,,,croqueta de pollo y jamón aldelis 380g empanados_y_elaborados,0.9801,0.0,0.0
https://www.ahorramas.com/solomillo-de-pollo-empanado-elpozo-425g-aproximadamente-18095.html,solomillo de pollo empanado elpozo 425g aproximadamente,empanados_y_elaborados,ahorramas,4.46,10.37,425g,,,,,,,,,,solomillo de pollo empanado elpozo 425g aproximadamente empanados_y_elaborados,0.9776,0.0,0.0
https://www.ahorramas.com/nuggets-de-pollo-extracrujientes-aldelis-320g-61392.html,nuggets de pollo extracrujientes aldelis 320g,empanados_y_elaborados,ahorramas,2.99,,320g,,,9.0,461.0,29.0,513.0,150.0,,,nuggets de pollo extracrujientes aldelis 320g empanados_y_elaborados,0.9855,0.0,0.0
https://www.ahorramas.com/croquetas-de-cocido-aldelis-380g-13991.html,croquetas de cocido aldelis 380g,empanados_y_elaborados,ahorramas,3.99,,380g,,,3.0,,13.0,9.0,7.0,,,croquetas de cocido aldelis 380g empanados_y_elaborados,0.9801,0.0,0.0
https://www.ahorramas.com/codillo-salmuerizado-alipende-135kg-aproximadamente-78282.html,"codillo salmuerizado alipende 1,35kg aproximadamente",empanados_y_elaborados,ahorramas,9.44,6.99,"1,35kg",,0.9,219.0,,8.0,,,91.0,,"codillo salmuerizado alipende 1,35kg aproximadamente empanados_y_elaborados",0.9506,0.0,0.0
https://www.ahorramas.com/kebab-king-upp-elpozo-300-gr-pavo-pollo-73851.html,kebab king upp elpozo 300 gr pavo-pollo,empanados_y_elaborados,ahorramas,3.85,,,20.59,0.5,4.0,,0.5,1.39,70.0,120.0,505.0,kebab king upp elpozo 300 gr pavo-pollo empanados_y_elaborados,0.9809,0.0006,0.0
https://www.ahorramas.com/fiambre-de-lomo-adobado-alipende-300g-aproximadamente-78429.html,fiambre de lomo adobado alipende 300g aproximadamente,empanados_y_elaborados,ahorramas,2.79,9.0,300g,189.0,39.0,49.0,0.0,19.0,19.0,407.0,119.0,,fiambre de lomo adobado alipende 300g aproximadamente empanados_y_elaborados,0.9866,0.0077,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-abril-spray-200ml-346.html,aceite de oliva virgen extra abril spray 200ml,aceite_oliva_virgen,ahorramas,2.7,13.5,200ml,0.0,,1009.0,,,,3.0,,,aceite de oliva virgen extra abril spray 200ml aceite_oliva_virgen,0.9871,0.0,0.0
https://www.ahorramas.com/aceite-oliva-virgen-extra-alipende-1l-84577.html,aceite oliva virgen extra alipende 1l,aceite_oliva_virgen,ahorramas,4.95,4.95,1l,,,,,0.0,75.0,,,,aceite oliva virgen extra alipende 1l aceite_oliva_virgen,0.9749,0.0,0.0
https://www.ahorramas.com/aceite-oliva-virgen-extra-nacional-alipende-garrafa-5l-84578.html,aceite oliva virgen extra nacional alipende garrafa 5l,aceite_oliva_virgen,ahorramas,24.25,4.85,5l,,9.0,,0.0,,,6.0,,,aceite oliva virgen extra nacional alipende garrafa 5l aceite_oliva_virgen,0.8704,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-abril-2l-virgen-extra-25590.html,aceite de oliva abril 2l virgen extra,aceite_oliva_virgen,ahorramas,9.7,4.85,2l,,,,,,,,,,aceite de oliva abril 2l virgen extra aceite_oliva_virgen,0.9492,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-carbonell-1l-68940.html,aceite de oliva virgen extra carbonell 1l,aceite_oliva_virgen,ahorramas,5.49,5.49,1l,,,,,,,,,,aceite de oliva virgen extra carbonell 1l aceite_oliva_virgen,0.972,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-coosur-serie-oro-1l-53632.html,aceite de oliva virgen coosur serie oro 1l,aceite_oliva_virgen,ahorramas,4.79,4.79,1l,,,,,,,,,,aceite de oliva virgen coosur serie oro 1l aceite_oliva_virgen,0.9758,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-maestros-de-hojiblanca-1l-49443.html,aceite de oliva virgen extra maestros de hojiblanca 1l,aceite_oliva_virgen,ahorramas,5.69,5.69,1l,,,,,,,,,,aceite de oliva virgen extra maestros de hojiblanca 1l aceite_oliva_virgen,0.9709,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-hojiblanca-coosur-1l-53660.html,aceite de oliva virgen extra hojiblanca coosur 1l,aceite_oliva_virgen,ahorramas,5.79,5.79,1l,0.0,,91.0,,0.0,12.0,,822.0,,aceite de oliva virgen extra hojiblanca coosur 1l aceite_oliva_virgen,0.9704,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva--virgen-extra-ybarra-500ml-7921.html,aceite de oliva virgen extra ybarra 500ml,aceite_oliva_virgen,ahorramas,3.75,7.5,500ml,0.0,0.0,928.0,,0.0,14.0,0.0,824.0,,aceite de oliva virgen extra ybarra 500ml aceite_oliva_virgen,0.9814,0.0,0.0
https://www.ahorramas.com/aceite-oliva-virgen-extra-carbonell-750ml-70684.html,aceite oliva virgen extra carbonell 750ml,aceite_oliva_virgen,ahorramas,5.49,7.32,750ml,3.0,,750.0,,,,,,,aceite oliva virgen extra carbonell 750ml aceite_oliva_virgen,0.972,0.0001,0.0
https://www.ahorramas.com/aceite-oliva-virgen-extra-hojiblanca-abril-500ml-30663.html,aceite oliva virgen extra hojiblanca abril 500ml,aceite_oliva_virgen,ahorramas,3.59,7.18,500ml,,,,,,,,,,aceite oliva virgen extra hojiblanca abril 500ml aceite_oliva_virgen,0.9823,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-picual-finca-la-pontezuela-500ml-68949.html,aceite de oliva virgen extra picual finca la pontezuela 500ml,aceite_oliva_virgen,ahorramas,4.85,9.7,500ml,,,,,,,,,,aceite de oliva virgen extra picual finca la pontezuela 500ml aceite_oliva_virgen,0.9755,0.0,0.0
https://www.ahorramas.com/aceite-de-oliva-virgen-extra-abril-500ml-50451.html,aceite de oliva virgen extra abril 500ml,aceite_oliva_virgen,ahorramas,3.59,7.18,500ml,,,,,,,,,,aceite de oliva virgen extra abril 500ml aceite_oliva_virgen,0.9823,0.0,0.0
